"","BOOK","DATE","ENVIRONMENT","PLOT","REP","INSTN","NTP","Plant_Vigor","SE","NPH","PPH","NMTP","MTWPL","MTYNA","MTYA","Tuber_Apper","ATMW","AVDM","Chip_Color","Column1"
"146","PTYield_CIPSRM-1","16/08/2002","CIPSRM-1",62,3,"CIP397100.9",10,6,6,9,90,20,3,0.333333333333333,11.1111111111111,12.3456790123457,7,150,14.095,4
"147","PTYield_CIPSRM-1","16/08/2002","CIPSRM-1",63,3,"CIP397060.19",10,6,6,10,100,36,3.2,0.32,11.8518518518519,11.8518518518518,6,88.8888888888889,16.09,3
"148","PTYield_CIPSRM-1","16/08/2002","CIPSRM-1",64,3,"CIP397069.11",10,6,6,10,100,39,4.5,0.45,16.6666666666667,16.6666666666667,7,115.384615384615,15.43,3
"149","PTYield_CIPSRM-1","16/08/2002","CIPSRM-1",65,3,"CIP397099.6",10,5,6,10,100,24,2.74,0.274,10.1481481481481,10.1481481481481,5,114.166666666667,15.6,3
"150","PTYield_CIPSRM-1","16/08/2002","CIPSRM-1",66,3,"CIP397065.2",10,6,6,9,90,26,2.2,0.244444444444444,8.14814814814815,9.05349794238682,5,84.6153846153846,16.003,3
"151","PTYield_CIPSRM-1","16/08/2002","CIPSRM-1",67,3,"CIP397073.7",10,7,7,10,100,50,5.5,0.55,20.3703703703704,20.3703703703703,5,110,16.63,4
"152","PTYield_CIPSRM-1","16/08/2002","CIPSRM-1",68,3,"CIP397078.12",10,5,5,10,100,24,1.45,0.145,5.37037037037037,5.37037037037036,4,60.4166666666667,13.78,4
"153","PTYield_CIPSRM-1","16/08/2002","CIPSRM-1",69,3,"CIP397079.6",10,6,7,10,100,34,5.5,0.55,20.3703703703704,20.3703703703703,4,161.764705882353,15.4521486550718,3
"154","PTYield_CIPSRM-1","16/08/2002","CIPSRM-1",70,3,"CIP397012.20",10,6,6,10,100,47,4.6,0.46,17.037037037037,17.037037037037,6,97.8723404255319,12.4120923698406,3
"155","PTYield_CIPSRM-1","16/08/2002","CIPSRM-1",71,3,"CIP397077.16",10,5,7,9,90,36,3.1,0.344444444444444,11.4814814814815,12.7572016460905,5,86.1111111111111,15.954,3
"156","PTYield_CIPSRM-1","16/08/2002","CIPSRM-1",72,3,"CIP397073.15",10,6,5,10,100,27,3.8,0.38,14.0740740740741,14.0740740740741,6,140.740740740741,15.03,3
"157","PTYield_CIPSRM-1","16/08/2002","CIPSRM-1",73,3,"CIP397067.2",10,7,6,10,100,50,4.9,0.49,18.1481481481481,18.1481481481481,6,98,16.834,3
"158","PTYield_CIPSRM-1","16/08/2002","CIPSRM-1",74,3,"CIP397035.26",10,6,6,10,100,30,5.2,0.52,19.2592592592593,19.2592592592592,5,173.333333333333,16.976,3
"159","PTYield_CIPSRM-1","16/08/2002","CIPSRM-1",75,3,"CIP397029.21",10,4,6,10,100,34,4.4,0.44,16.2962962962963,16.2962962962963,5,129.411764705882,16.4079512007872,3
"160","PTYield_CIPSRM-1","16/08/2002","CIPSRM-1",76,3,"CIP397016.7",10,7,6,10,100,30,3.1,0.31,11.4814814814815,11.4814814814815,7,103.333333333333,16.63,2
"161","PTYield_CIPSRM-1","16/08/2002","CIPSRM-1",77,3,"CIP397055.2",10,6,6,10,100,32,4.8,0.48,17.7777777777778,17.7777777777778,5,150,14.003,3
"162","PTYield_CIPSRM-1","16/08/2002","CIPSRM-1",78,3,"CIP397098.12",10,7,7,10,100,43,4.2,0.42,15.5555555555556,15.5555555555555,6,97.6744186046512,17.76,3
"163","PTYield_CIPSRM-1","16/08/2002","CIPSRM-1",79,3,"CIP397036.7",10,7,6,10,100,33,6.6,0.66,24.4444444444444,24.4444444444444,6,200,13.55,3
"164","PTYield_CIPSRM-1","16/08/2002","CIPSRM-1",80,3,"CIP397054.3",10,7,6,10,100,30,5.1,0.51,18.8888888888889,18.8888888888889,6,170,14.876,3
"165","PTYield_CIPSRM-1","16/08/2002","CIPSRM-1",81,3,"CIP397014.2",10,7,6,10,100,28,4.1,0.41,15.1851851851852,15.1851851851852,7,146.428571428571,14.93,3
"166","PTYield_CIPSRM-1","16/08/2002","CIPSRM-1",82,3,"CIP380389.1",10,6,6,10,100,52,4.1,0.41,15.1851851851852,15.1851851851852,5,78.8461538461538,17.3785,3
"167","PTYield_CIPSRM-1","16/08/2002","CIPSRM-1",83,3,"CIP800048",10,5,6,9,90,34,3.5,0.388888888888889,12.962962962963,14.4032921810699,6,102.941176470588,15.548,3
"168","PTYield_CIPSRM-1","16/08/2002","CIPSRM-1",84,3,"CIP392797.22",10,6,6,10,100,34,4.6,0.46,17.037037037037,17.037037037037,7,135.294117647059,14.8967,3
